gene_id,base_expression,expression_rate,sigma,cell_type_specific,specific_for,inherited_by
Gene_2804,2.4381130658865935,0.0,1.0,False,,
Gene_2805,4.135697152045742,0.0,1.0,False,,
Gene_2806,1.1047622024914299,0.0,1.0,False,,
Gene_2807,2.714786163369326,0.0,1.0,False,,
Gene_2808,1.3392478794110705,4.819890388425059,1.0,True,TerminalCell_A,
Gene_2809,1.458062623918508,0.0,1.0,False,,
Gene_2810,4.224565926062052,3.8446187892315233,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2811,4.849647794362765,0.0,1.0,False,,
Gene_2812,1.0094054480799781,0.0,1.0,False,,
Gene_2813,2.1386780029997383,0.0,1.0,False,,
Gene_2814,1.196975293422228,1.6194275400757872,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2815,4.759456803032542,0.0,1.0,False,,
Gene_2816,4.31188901202391,1.0396939006769155,1.0,True,Progenitor2,
Gene_2817,4.781775570407223,0.0,1.0,False,,
Gene_2818,3.710664432381121,0.0,1.0,False,,
Gene_2819,4.315917266461932,4.413381487352016,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_2820,2.1443936882686367,4.863214399405708,1.0,True,TerminalCell_A,
Gene_2821,2.0093188276669443,4.233353294323848,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_2822,4.071148013399021,0.0,1.0,False,,
Gene_2823,4.353273560565657,0.0,1.0,False,,
Gene_2824,4.62603396205326,4.408804260487214,1.0,True,TerminalCell_A,
Gene_2825,2.3992278454447957,0.0,1.0,False,,
Gene_2826,1.4178558154425978,0.0,1.0,False,,
Gene_2827,2.8895839920578132,0.0,1.0,False,,
Gene_2828,1.928049885902706,0.0,1.0,False,,
Gene_2829,1.7923083537709763,0.0,1.0,False,,
Gene_2830,4.637574765969621,0.0,1.0,False,,
Gene_2831,2.808070152298572,0.0,1.0,False,,
Gene_2832,1.0837645747308438,0.0,1.0,False,,
Gene_2833,3.3968129676427714,0.0,1.0,False,,
Gene_2834,2.655099097999505,2.7292858034466376,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2835,1.732276521327171,4.274476008676038,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_2836,4.926761424967506,0.0,1.0,False,,
Gene_2837,4.387703432557893,2.968139865364622,1.0,True,TerminalCell_B,
Gene_2838,3.4478319786857488,0.0,1.0,False,,
Gene_2839,3.3960584395012883,0.0,1.0,False,,
Gene_2840,3.012403444034269,2.5789065518641054,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_2841,4.826966504462838,3.9890946494029658,1.0,True,TerminalCell_A,
Gene_2842,3.8124657824954435,0.0,1.0,False,,
Gene_2843,4.493897517311712,0.0,1.0,False,,
Gene_2844,2.623462104024848,0.0,1.0,False,,
Gene_2845,3.4457178913418,0.0,1.0,False,,
Gene_2846,3.2007860841124804,3.1030533176672743,1.0,True,TerminalCell_A,
Gene_2847,3.711652509229921,0.0,1.0,False,,
Gene_2848,3.8425563032276155,0.0,1.0,False,,
Gene_2849,4.594203233879528,2.7673522514192093,1.0,True,TerminalCell_A,
Gene_2850,3.090199339839882,4.4477732698852686,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_2851,4.300288377976113,0.0,1.0,False,,
Gene_2852,4.1583492825363635,0.0,1.0,False,,
Gene_2853,3.4286181148833483,0.0,1.0,False,,
Gene_2854,3.1172006874217923,0.0,1.0,False,,
Gene_2855,3.6092388829978996,0.0,1.0,False,,
Gene_2856,2.4315480797144016,4.676257117062454,1.0,True,TerminalCell_A,
Gene_2857,2.0908975640359624,0.0,1.0,False,,
Gene_2858,3.6821763137334496,0.0,1.0,False,,
Gene_2859,1.379236840859801,3.048816961512577,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_2860,1.2922306407264288,0.0,1.0,False,,
Gene_2861,4.344385666559118,0.0,1.0,False,,
Gene_2862,4.079731751942939,2.697377712944909,1.0,True,Progenitor1,
Gene_2863,3.9405590791201592,0.0,1.0,False,,
Gene_2864,4.127076997007035,0.0,1.0,False,,
Gene_2865,1.7095368742736063,0.0,1.0,False,,
Gene_2866,2.047372882029174,0.0,1.0,False,,
Gene_2867,3.830940380383035,1.5132009054182114,1.0,True,TerminalCell_B,
Gene_2868,4.627847460254928,0.0,1.0,False,,
Gene_2869,3.501024612236255,3.3479927369736746,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2870,1.7497620786752388,3.044296752660716,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_2871,3.0905544500139968,0.0,1.0,False,,
Gene_2872,3.5729897501400765,0.0,1.0,False,,
Gene_2873,4.307584536970452,0.0,1.0,False,,
Gene_2874,1.820280494640155,0.0,1.0,False,,
Gene_2875,3.284896528932867,0.0,1.0,False,,
Gene_2876,2.4141048031177914,0.0,1.0,False,,
Gene_2877,1.1424663066778633,0.0,1.0,False,,
Gene_2878,3.797780972269464,0.0,1.0,False,,
Gene_2879,2.01014059228946,0.0,1.0,False,,
Gene_2880,1.3191009107944818,3.8018529242933123,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_2881,3.205559228643239,0.0,1.0,False,,
Gene_2882,2.7097874449631862,2.1636127105250775,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2883,4.469921572040382,2.558973446931154,1.0,True,TerminalCell_A,
Gene_2884,4.845188869519443,0.0,1.0,False,,
Gene_2885,4.814408263423257,0.0,1.0,False,,
Gene_2886,2.075901285746001,3.1560387148931497,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2887,3.7223977304651483,0.0,1.0,False,,
Gene_2888,3.4019976666722327,0.0,1.0,False,,
Gene_2889,3.451953828143244,0.0,1.0,False,,
Gene_2890,2.2016541882482947,0.0,1.0,False,,
Gene_2891,2.0307190998643274,2.4453658337286797,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_2892,3.5252105015032416,0.0,1.0,False,,
Gene_2893,3.4107197040973065,0.0,1.0,False,,
Gene_2894,1.542036414359651,0.0,1.0,False,,
Gene_2895,3.5631531621077936,0.0,1.0,False,,
Gene_2896,2.9962162618301296,1.6111361203879664,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_2897,4.827700499929232,0.0,1.0,False,,
Gene_2898,4.2245967974953045,0.0,1.0,False,,
Gene_2899,4.470590004215631,3.2804222258156317,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_2900,3.185811436096697,0.0,1.0,False,,
Gene_2901,3.0613268245742264,0.0,1.0,False,,
Gene_2902,1.9970085423527602,0.0,1.0,False,,
Gene_2903,2.0887745443191355,0.0,1.0,False,,
Gene_2904,1.9404876765858718,0.0,1.0,False,,
Gene_2905,1.4220549321484093,0.0,1.0,False,,
Gene_2906,1.5902487241669876,4.248610635494018,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_2907,1.6966235248125594,0.0,1.0,False,,
Gene_2908,3.8825781754547988,0.0,1.0,False,,
Gene_2909,3.723338996074113,0.0,1.0,False,,
Gene_2910,4.586273705847008,2.356505296157836,1.0,True,Progenitor1,
Gene_2911,3.5536538316800135,0.0,1.0,False,,
Gene_2912,1.6304068406322991,2.970425419496854,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_2913,4.007378809169914,0.0,1.0,False,,
Gene_2914,3.1953677232136073,0.0,1.0,False,,
Gene_2915,4.39361619734893,0.0,1.0,False,,
Gene_2916,1.594812936452655,3.9804608574937266,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_2917,1.4068912622632053,0.0,1.0,False,,
Gene_2918,3.07074414793729,0.0,1.0,False,,
Gene_2919,4.568186550699428,0.0,1.0,False,,
Gene_2920,4.6348496113846185,0.0,1.0,False,,
Gene_2921,1.6671972688674543,0.0,1.0,False,,
Gene_2922,2.8590846358960165,3.126072588761755,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2923,1.6921005648667347,1.3132103229185086,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2924,4.318505625805267,0.0,1.0,False,,
Gene_2925,2.0026756030658484,0.0,1.0,False,,
Gene_2926,4.878213974419653,0.0,1.0,False,,
Gene_2927,2.8423598848535887,0.0,1.0,False,,
Gene_2928,2.786944999614835,0.0,1.0,False,,
Gene_2929,4.282548231874166,3.723264409552739,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_2930,1.1774287809416113,1.2483938187760244,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_2931,1.300847070903293,3.9723147591660486,1.0,True,TerminalCell_B,
Gene_2932,1.957117084617098,0.0,1.0,False,,
Gene_2933,1.0098192752724566,0.0,1.0,False,,
Gene_2934,4.0125283913549765,0.0,1.0,False,,
Gene_2935,2.6560015797426546,0.0,1.0,False,,
Gene_2936,1.8404061919994894,2.552536831469869,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_2937,2.775400299254507,4.498596720141201,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2938,2.717810355021915,0.0,1.0,False,,
Gene_2939,3.2720014646834197,2.314160774653833,1.0,True,TerminalCell_A,
Gene_2940,1.7048589271659282,0.0,1.0,False,,
Gene_2941,2.7363697009108536,3.783944456426621,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2942,4.117274696809869,1.091991648617121,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_2943,2.3418712497147434,0.0,1.0,False,,
Gene_2944,3.4170701666383767,3.2355603208548818,1.0,True,Progenitor2,
Gene_2945,3.1556952820642095,0.0,1.0,False,,
Gene_2946,2.8153798030566732,0.0,1.0,False,,
Gene_2947,4.283366515341902,0.0,1.0,False,,
Gene_2948,1.0820263140430244,4.7784638616364035,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_2949,4.944023741080292,0.0,1.0,False,,
Gene_2950,3.984152313900747,0.0,1.0,False,,
Gene_2951,3.464777791382279,0.0,1.0,False,,
Gene_2952,3.0578571307246785,0.0,1.0,False,,
Gene_2953,4.486498768964852,0.0,1.0,False,,
Gene_2954,4.964277898968335,0.0,1.0,False,,
Gene_2955,1.7312988427428326,0.0,1.0,False,,
Gene_2956,2.6971467890395413,0.0,1.0,False,,
Gene_2957,4.891674344026436,0.0,1.0,False,,
Gene_2958,1.910258355930404,0.0,1.0,False,,
Gene_2959,2.398152146214284,0.0,1.0,False,,
Gene_2960,3.951911026477405,0.0,1.0,False,,
Gene_2961,1.758027245019147,0.0,1.0,False,,
Gene_2962,2.100856563868684,4.632688284571506,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2963,2.852738590486702,0.0,1.0,False,,
Gene_2964,2.5172872943595217,2.9837466379337476,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_2965,3.5384932148793484,0.0,1.0,False,,
Gene_2966,1.590282946392659,0.0,1.0,False,,
Gene_2967,2.1466865517916984,0.0,1.0,False,,
Gene_2968,2.499171899617078,0.0,1.0,False,,
Gene_2969,3.7940304754403016,2.5887218192888475,1.0,True,TerminalCell_B,
Gene_2970,2.9508490509490266,0.0,1.0,False,,
Gene_2971,4.372933068433364,0.0,1.0,False,,
Gene_2972,4.822672055055545,0.0,1.0,False,,
Gene_2973,2.074290226006013,0.0,1.0,False,,
Gene_2974,4.9046787536462855,1.5665356534699684,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_2975,3.3861422716880027,0.0,1.0,False,,
Gene_2976,2.919148296420602,4.518332022542077,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_2977,2.4886174501937806,0.0,1.0,False,,
Gene_2978,3.589171407817198,0.0,1.0,False,,
Gene_2979,1.5263097158630323,0.0,1.0,False,,
Gene_2980,1.4214085128244038,3.127494364166952,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_2981,1.5282315353001525,0.0,1.0,False,,
Gene_2982,4.6922802591127475,0.0,1.0,False,,
Gene_2983,2.983313501913515,0.0,1.0,False,,
Gene_2984,4.324273567008891,2.545867643386562,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_2985,2.1622679407562004,0.0,1.0,False,,
Gene_2986,2.366832571188908,1.752979795940433,1.0,True,Progenitor1,
Gene_2987,2.399655205162333,0.0,1.0,False,,
Gene_2988,4.055316457133767,0.0,1.0,False,,
Gene_2989,3.0118524142557432,3.3619204857725564,1.0,True,TerminalCell_B,
Gene_2990,3.401021485894876,0.0,1.0,False,,
Gene_2991,4.291942351940509,0.0,1.0,False,,
Gene_2992,2.76369041082031,0.0,1.0,False,,
Gene_2993,3.689743707703113,0.0,1.0,False,,
Gene_2994,1.6542910925190903,0.0,1.0,False,,
Gene_2995,3.215053968824806,0.0,1.0,False,,
Gene_2996,4.592582111554771,3.9280434119935728,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_2997,3.0202056909067254,0.0,1.0,False,,
Gene_2998,4.350610321495676,0.0,1.0,False,,
Gene_2999,4.0581064342411075,0.0,1.0,False,,
Gene_3000,2.423174496265145,0.0,1.0,False,,
Gene_3001,1.623093514751469,0.0,1.0,False,,
Gene_3002,2.4517752716616132,0.0,1.0,False,,
Gene_3003,4.683334547423957,0.0,1.0,False,,
Gene_3004,3.954548998838442,2.712990884255034,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3005,2.2742061142267858,0.0,1.0,False,,
Gene_3006,1.6673245042975893,0.0,1.0,False,,
Gene_3007,4.889383918243304,0.0,1.0,False,,
Gene_3008,1.5435720319176802,0.0,1.0,False,,
Gene_3009,3.5940610936256117,0.0,1.0,False,,
Gene_3010,4.197299786883768,2.467290667840549,1.0,True,Progenitor2,
Gene_3011,1.1258506371097665,0.0,1.0,False,,
Gene_3012,4.703524104112767,2.9910824991824807,1.0,True,TerminalCell_A,
Gene_3013,4.413815616413256,0.0,1.0,False,,
Gene_3014,2.606567515067815,0.0,1.0,False,,
Gene_3015,3.966555817121363,0.0,1.0,False,,
Gene_3016,4.062361967570579,0.0,1.0,False,,
Gene_3017,1.9307128806734006,0.0,1.0,False,,
Gene_3018,4.414341410759496,0.0,1.0,False,,
Gene_3019,3.9385133267316736,0.0,1.0,False,,
Gene_3020,4.338352326986202,0.0,1.0,False,,
Gene_3021,2.333540902515454,0.0,1.0,False,,
Gene_3022,1.3080254855702131,0.0,1.0,False,,
Gene_3023,3.9561401797511806,0.0,1.0,False,,
Gene_3024,3.4090225324522367,0.0,1.0,False,,
Gene_3025,1.073128599888853,1.8501529679484472,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_3026,2.1698734266329978,0.0,1.0,False,,
Gene_3027,4.274695797465247,0.0,1.0,False,,
Gene_3028,3.2093717564964965,0.0,1.0,False,,
Gene_3029,3.0427324624838232,2.3272037975687248,1.0,True,TerminalCell_A,
Gene_3030,3.270674754804286,0.0,1.0,False,,
Gene_3031,4.300754448197633,1.4410967382445086,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_3032,1.5637070643857478,4.012630056292847,1.0,True,TerminalCell_B,
Gene_3033,2.3207055665340537,0.0,1.0,False,,
Gene_3034,1.8020315590916862,2.35619871863862,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_3035,2.172054764116602,0.0,1.0,False,,
Gene_3036,2.704389613377157,0.0,1.0,False,,
Gene_3037,2.511787755369295,0.0,1.0,False,,
Gene_3038,2.200752866723074,0.0,1.0,False,,
Gene_3039,4.610771418432107,0.0,1.0,False,,
Gene_3040,1.307244998990694,3.346943674015945,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_3041,2.065278972625245,3.5438190910949836,1.0,True,TerminalCell_B,
Gene_3042,1.9474394837253572,0.0,1.0,False,,
Gene_3043,1.8870988061931144,0.0,1.0,False,,
Gene_3044,1.8250930844229796,0.0,1.0,False,,
Gene_3045,4.501098814573105,2.146336325178191,1.0,True,TerminalCell_A,
Gene_3046,3.3872508172193205,0.0,1.0,False,,
Gene_3047,3.0103333379137482,1.2516812376488748,1.0,True,TerminalCell_A,
Gene_3048,3.3329367973263984,0.0,1.0,False,,
Gene_3049,4.234072369033724,0.0,1.0,False,,
Gene_3050,1.8298476897335307,0.0,1.0,False,,
Gene_3051,3.161924521113224,1.437344489753813,1.0,True,TerminalCell_B,
Gene_3052,4.956367136170279,0.0,1.0,False,,
Gene_3053,3.5529487436135203,0.0,1.0,False,,
Gene_3054,3.806643301639158,3.4527244707101934,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3055,4.6053158128106455,0.0,1.0,False,,
Gene_3056,4.5829629014051285,0.0,1.0,False,,
Gene_3057,2.085530216848712,0.0,1.0,False,,
Gene_3058,3.156621468804872,0.0,1.0,False,,
Gene_3059,2.1450013841090443,2.2062037129480383,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_3060,2.6910180815339757,0.0,1.0,False,,
Gene_3061,2.4900108296129937,1.5641347690959453,1.0,True,TerminalCell_A,
Gene_3062,3.5693896119301383,2.1452559233580555,1.0,True,TerminalCell_A,
Gene_3063,1.7172485596322855,0.0,1.0,False,,
Gene_3064,2.863529431652018,0.0,1.0,False,,
Gene_3065,2.8796951985931964,0.0,1.0,False,,
Gene_3066,3.622984173272278,0.0,1.0,False,,
Gene_3067,3.0502130585808027,0.0,1.0,False,,
Gene_3068,4.3683567472825935,3.972660142512949,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3069,2.557873871426008,0.0,1.0,False,,
Gene_3070,3.178404922467924,0.0,1.0,False,,
Gene_3071,3.3508050941980527,0.0,1.0,False,,
Gene_3072,2.6617967489835332,2.8170883785834473,1.0,True,Progenitor2,
Gene_3073,2.994674445524858,4.49156240626978,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_3074,3.4571846423830954,0.0,1.0,False,,
Gene_3075,4.822800023556995,0.0,1.0,False,,
Gene_3076,4.869553676204458,0.0,1.0,False,,
Gene_3077,2.970018035591821,0.0,1.0,False,,
Gene_3078,4.28008579859274,0.0,1.0,False,,
Gene_3079,2.233435800540399,0.0,1.0,False,,
Gene_3080,4.129885949688859,1.184904151336224,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_3081,2.1801306386705646,0.0,1.0,False,,
Gene_3082,1.3834019772898176,1.1861481196197023,1.0,True,Progenitor1,
Gene_3083,1.997790285489676,0.0,1.0,False,,
Gene_3084,2.004557077060746,2.1553917193462513,1.0,True,TerminalCell_B,
Gene_3085,2.417943736203571,0.0,1.0,False,,
Gene_3086,2.424757633413257,0.0,1.0,False,,
Gene_3087,4.069872502381463,0.0,1.0,False,,
Gene_3088,4.208710919420774,0.0,1.0,False,,
Gene_3089,2.9494697504672347,0.0,1.0,False,,
Gene_3090,1.7969814508988748,0.0,1.0,False,,
Gene_3091,3.368248493179101,0.0,1.0,False,,
Gene_3092,4.884473556859614,0.0,1.0,False,,
Gene_3093,4.962613078500304,0.0,1.0,False,,
Gene_3094,2.2689743225114225,0.0,1.0,False,,
Gene_3095,3.9120783523860245,0.0,1.0,False,,
Gene_3096,1.2913911603677972,0.0,1.0,False,,
Gene_3097,1.7624089314834341,0.0,1.0,False,,
Gene_3098,1.4904552491674026,0.0,1.0,False,,
Gene_3099,4.0147155943860575,3.2954239126360108,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_3100,3.2582492766964117,0.0,1.0,False,,
Gene_3101,3.2598532846369044,0.0,1.0,False,,
Gene_3102,2.305596600829626,0.0,1.0,False,,
Gene_3103,2.640447665139789,0.0,1.0,False,,
Gene_3104,1.0064915663016984,0.0,1.0,False,,
Gene_3105,4.492804832780748,0.0,1.0,False,,
Gene_3106,1.7661346740733488,0.0,1.0,False,,
Gene_3107,4.6587594065523845,0.0,1.0,False,,
Gene_3108,4.077812659395988,0.0,1.0,False,,
Gene_3109,4.3725443969018425,0.0,1.0,False,,
Gene_3110,4.220465857605029,0.0,1.0,False,,
Gene_3111,4.650997949993293,0.0,1.0,False,,
Gene_3112,2.336853469895372,0.0,1.0,False,,
Gene_3113,4.860319485147993,0.0,1.0,False,,
Gene_3114,2.4113595249431947,4.8737744503655716,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_3115,1.1461886287447682,0.0,1.0,False,,
Gene_3116,2.5814874471197684,0.0,1.0,False,,
Gene_3117,1.674948272849325,4.698470921704562,1.0,True,TerminalCell_B,
Gene_3118,4.135459117240019,0.0,1.0,False,,
Gene_3119,1.2680698323758612,0.0,1.0,False,,
Gene_3120,4.9692453981619185,0.0,1.0,False,,
Gene_3121,1.4513166048534112,3.2272559642394603,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_3122,4.9001236865906,0.0,1.0,False,,
Gene_3123,4.328418607658998,2.372752082355951,1.0,True,TerminalCell_A,
Gene_3124,2.6483500389259818,0.0,1.0,False,,
Gene_3125,1.307308297301267,0.0,1.0,False,,
Gene_3126,4.363511128042057,4.564984670776542,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3127,4.855007911901437,0.0,1.0,False,,
Gene_3128,1.6145763225364758,0.0,1.0,False,,
Gene_3129,1.283959763462187,0.0,1.0,False,,
Gene_3130,2.238926878846117,0.0,1.0,False,,
Gene_3131,1.8215058860738158,0.0,1.0,False,,
Gene_3132,4.545631219231275,0.0,1.0,False,,
Gene_3133,2.3999784313038353,1.31491259923727,1.0,True,TerminalCell_B,
Gene_3134,1.490059920581178,0.0,1.0,False,,
Gene_3135,3.2933655415500374,0.0,1.0,False,,
Gene_3136,1.8063172393778832,0.0,1.0,False,,
Gene_3137,4.097393907468486,2.2103363855753417,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3138,1.9889411995394037,0.0,1.0,False,,
Gene_3139,1.2321286441913877,1.2785689956867596,1.0,True,Progenitor1,
Gene_3140,3.2045782510740555,3.495612357499768,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_3141,3.715157483237107,2.0844713387143523,1.0,True,TerminalCell_B,
Gene_3142,4.37481764155289,0.0,1.0,False,,
Gene_3143,2.5424922441918976,1.485146953949123,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_3144,1.6345093903993595,0.0,1.0,False,,
Gene_3145,3.9239531201150974,0.0,1.0,False,,
Gene_3146,2.2919555330004493,0.0,1.0,False,,
Gene_3147,3.6407270167609087,1.8556559069887713,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_3148,1.661243893704638,0.0,1.0,False,,
Gene_3149,1.3010010774857808,2.7952603387787,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3150,2.350989416178614,0.0,1.0,False,,
Gene_3151,4.570700754747326,0.0,1.0,False,,
Gene_3152,2.4501932082521294,0.0,1.0,False,,
Gene_3153,3.6330833070594055,2.4770087502957363,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_3154,1.526906823681161,0.0,1.0,False,,
Gene_3155,3.493038851286048,0.0,1.0,False,,
Gene_3156,2.0379693329894306,0.0,1.0,False,,
Gene_3157,2.9876406260283694,4.090483582480122,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_3158,1.8568365984146773,0.0,1.0,False,,
Gene_3159,3.4208706005011913,0.0,1.0,False,,
Gene_3160,3.81920487394602,0.0,1.0,False,,
Gene_3161,2.964039785767618,4.510171031969783,1.0,True,TerminalCell_B,
Gene_3162,1.4875949675811801,0.0,1.0,False,,
Gene_3163,3.2441393292015093,0.0,1.0,False,,
Gene_3164,4.428779498237397,4.522525611247619,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3165,1.9280760448978875,0.0,1.0,False,,
Gene_3166,3.38907928762522,3.618664900146201,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3167,3.32991765864185,0.0,1.0,False,,
Gene_3168,1.3606806720483857,0.0,1.0,False,,
Gene_3169,1.8424456947437031,0.0,1.0,False,,
Gene_3170,1.0543214786995634,4.182678745992263,1.0,True,TerminalCell_A,
Gene_3171,3.2037550886401154,4.183651452820097,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3172,1.5860750182631587,4.379102245825084,1.0,True,TerminalCell_A,
Gene_3173,2.9564100470114423,0.0,1.0,False,,
Gene_3174,3.666179402777373,0.0,1.0,False,,
Gene_3175,4.304497300331547,0.0,1.0,False,,
Gene_3176,3.6345818159048293,0.0,1.0,False,,
Gene_3177,2.963468974992662,0.0,1.0,False,,
Gene_3178,1.8146223573730027,2.840607641530716,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_3179,3.1073808235345775,0.0,1.0,False,,
Gene_3180,2.0605653431465165,0.0,1.0,False,,
Gene_3181,1.3915997167871588,0.0,1.0,False,,
Gene_3182,2.291152643053958,0.0,1.0,False,,
Gene_3183,3.254679373116387,0.0,1.0,False,,
Gene_3184,4.547512132542273,0.0,1.0,False,,
Gene_3185,4.316557564589663,4.772654622574064,1.0,True,TerminalCell_A,
Gene_3186,2.996268130725937,0.0,1.0,False,,
Gene_3187,4.2576284319258875,0.0,1.0,False,,
Gene_3188,3.0884824214399167,0.0,1.0,False,,
Gene_3189,3.1097692528295067,0.0,1.0,False,,
Gene_3190,3.382882508999764,2.6835900293638724,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_3191,2.008228340905311,0.0,1.0,False,,
Gene_3192,2.2864510464375596,0.0,1.0,False,,
Gene_3193,1.6445559685120021,0.0,1.0,False,,
Gene_3194,1.9343818422942798,1.557741398359484,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_3195,1.3157934411303343,2.7185175315184247,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_3196,1.148347843662068,4.897077586137648,1.0,True,TerminalCell_A,
Gene_3197,2.3241156774838627,0.0,1.0,False,,
Gene_3198,4.669850784023678,0.0,1.0,False,,
Gene_3199,3.9631059093973153,0.0,1.0,False,,
Gene_3200,4.061649508648458,0.0,1.0,False,,
Gene_3201,2.0301502547912147,1.905039117788307,1.0,True,TerminalCell_B,
Gene_3202,2.515177350700309,0.0,1.0,False,,
Gene_3203,3.0366957459338995,0.0,1.0,False,,
Gene_3204,2.473266924661704,0.0,1.0,False,,
Gene_3205,3.59762534991086,0.0,1.0,False,,
Gene_3206,3.584406682375627,0.0,1.0,False,,
